Year,Jurisdiction,RaceEth,NSLP,Mean,SE
2005,Oklahoma,Hispanic,Eligible,243.82,3.09
2005,Oklahoma,Black,Not Eligible,252.86,3.07
2005,Oklahoma,Hispanic,Not Eligible,NA,NA
2005,Oregon,Black,All,244.89,3.8
2005,Oregon,Hispanic,All,244.65,3.09
2005,Oregon,Black,Eligible,NA,NA
2005,Oregon,Hispanic,Eligible,243.37,3.7
2005,Oregon,Black,Not Eligible,NA,NA
2005,Oregon,Hispanic,Not Eligible,247.38,5.09
2005,Pennsylvania,Black,All,239.38,3.9
2005,Pennsylvania,Hispanic,All,246.09,6.79
2005,Pennsylvania,Black,Eligible,233.12,3.9699999999999998
2005,Pennsylvania,Hispanic,Eligible,234.11,6.91
2005,Pennsylvania,Black,Not Eligible,251.23,4.33
2005,Pennsylvania,Hispanic,Not Eligible,NA,NA
2005,Rhode Island,Black,All,242.91,2.36
2005,Rhode Island,Hispanic,All,236.57,2.58
2005,Rhode Island,Black,Eligible,239.77,3.12
2005,Rhode Island,Hispanic,Eligible,237.34,2.8899999999999997
2005,Rhode Island,Black,Not Eligible,249.99,4.119999999999999
2005,Rhode Island,Hispanic,Not Eligible,234.61,4.7700000000000005
2005,South Carolina,Black,All,242.45,1.28
2005,South Carolina,Hispanic,All,NA,NA
2005,South Carolina,Black,Eligible,239.66,1.46
2005,South Carolina,Hispanic,Eligible,NA,NA
2005,South Carolina,Black,Not Eligible,250.59,2.14
2005,South Carolina,Hispanic,Not Eligible,NA,NA
2005,South Dakota,Black,All,NA,NA
2005,South Dakota,Hispanic,All,NA,NA
2005,South Dakota,Black,Eligible,NA,NA
2005,South Dakota,Hispanic,Eligible,NA,NA
2005,South Dakota,Black,Not Eligible,NA,NA
2005,South Dakota,Hispanic,Not Eligible,NA,NA
2005,Tennessee,Black,All,240.07,1.84
2005,Tennessee,Hispanic,All,NA,NA
2005,Tennessee,Black,Eligible,236.89,2.24
2005,Tennessee,Hispanic,Eligible,NA,NA
2005,Tennessee,Black,Not Eligible,248.93,3.11
2005,Tennessee,Hispanic,Not Eligible,NA,NA
2005,Texas,Black,All,246.13,1.71
2005,Texas,Hispanic,All,248.08,0.88
2005,Texas,Black,Eligible,239.83,2.08
2005,Texas,Hispanic,Eligible,244.99,1.03
2005,Texas,Black,Not Eligible,255.34,2.69
2005,Texas,Hispanic,Not Eligible,258.45,1.78
2005,Utah,Black,All,NA,NA
2005,Utah,Hispanic,All,242.82,2.5
2005,Utah,Black,Eligible,NA,NA
2005,Utah,Hispanic,Eligible,241.82,2.82
2005,Utah,Black,Not Eligible,NA,NA
2005,Utah,Hispanic,Not Eligible,245.54,4.430000000000001
2005,Vermont,Black,All,NA,NA
2005,Vermont,Hispanic,All,NA,NA
2005,Vermont,Black,Eligible,NA,NA
2005,Vermont,Hispanic,Eligible,NA,NA
2005,Vermont,Black,Not Eligible,NA,NA
2005,Vermont,Hispanic,Not Eligible,NA,NA
2005,Virginia,Black,All,251.41,1.85
2005,Virginia,Hispanic,All,258.81,2.27
2005,Virginia,Black,Eligible,245.23,2.29
2005,Virginia,Hispanic,Eligible,251.42,2.73
2005,Virginia,Black,Not Eligible,257.61,2.29
2005,Virginia,Hispanic,Not Eligible,266.44,3.8299999999999996
2005,Washington,Black,All,255.04,4.06
2005,Washington,Hispanic,All,245.26,3.34
2005,Washington,Black,Eligible,245.46,5.64
2005,Washington,Hispanic,Eligible,233.36,2.86
2005,Washington,Black,Not Eligible,268.48,5.2
2005,Washington,Hispanic,Not Eligible,270.38,5.68
2005,West Virginia,Black,All,236.07,3.7
2005,West Virginia,Hispanic,All,NA,NA
2005,West Virginia,Black,Eligible,231.35,4.619999999999999
2005,West Virginia,Hispanic,Eligible,NA,NA
2005,West Virginia,Black,Not Eligible,NA,NA
2005,West Virginia,Hispanic,Not Eligible,NA,NA
2005,Wisconsin,Black,All,236.37,4.06
2005,Wisconsin,Hispanic,All,247.46,5.119999999999999
2005,Wisconsin,Black,Eligible,233.46,3.55
2005,Wisconsin,Hispanic,Eligible,240.71,8.11
2005,Wisconsin,Black,Not Eligible,244.2,6.8
2005,Wisconsin,Hispanic,Not Eligible,256.25,4.38
2005,Wyoming,Black,All,NA,NA
2005,Wyoming,Hispanic,All,255.68,3.06
2005,Wyoming,Black,Eligible,NA,NA
2005,Wyoming,Hispanic,Eligible,245.57,4.46
2005,Wyoming,Black,Not Eligible,NA,NA
2005,Wyoming,Hispanic,Not Eligible,264.08,2.9899999999999998
2007,Alabama,Black,All,235.89,1.3900000000000001
2007,Alabama,Hispanic,All,249.97,4.76
2007,Alabama,Black,Eligible,232.06,1.47
2007,Alabama,Hispanic,Eligible,NA,NA
2007,Alabama,Black,Not Eligible,248.52,2.69
2007,Alabama,Hispanic,Not Eligible,NA,NA
2007,Alaska,Black,All,250.46,3.19
2007,Alaska,Hispanic,All,257.18,3.4499999999999997
2007,Alaska,Black,Eligible,NA,NA
2007,Alaska,Hispanic,Eligible,NA,NA
2007,Alaska,Black,Not Eligible,260.37,3.9899999999999998
2007,Alaska,Hispanic,Not Eligible,NA,NA
2007,Arizona,Black,All,247.86,3.3899999999999997
2007,Arizona,Hispanic,All,241.14,1.8
2007,Arizona,Black,Eligible,242.55,4.6899999999999995
2007,Arizona,Hispanic,Eligible,236.85,2.01
2007,Arizona,Black,Not Eligible,253.32,5.92
2007,Arizona,Hispanic,Not Eligible,249.76,2.3499999999999996
2007,Arkansas,Black,All,235.76,2.04
2007,Arkansas,Hispanic,All,248.73,3.57
2007,Arkansas,Black,Eligible,232.62,2.04
2007,Arkansas,Hispanic,Eligible,247.51,4.51
2007,Arkansas,Black,Not Eligible,249.33,4.18
2007,Arkansas,Hispanic,Not Eligible,NA,NA
2007,California,Black,All,237.01,2
2007,California,Hispanic,All,239.49,0.8
2007,California,Black,Eligible,228.47,2.3699999999999997
2007,California,Hispanic,Eligible,236.12,1.07
2007,California,Black,Not Eligible,247.56,2.75
2007,California,Hispanic,Not Eligible,249.24,1.55
2007,Colorado,Black,All,252.38,3.17
2007,Colorado,Hispanic,All,249.4,1.9
2007,Colorado,Black,Eligible,248.86,4.37
2007,Colorado,Hispanic,Eligible,244.33,1.8800000000000001
2007,Colorado,Black,Not Eligible,256.51,3.61
2007,Colorado,Hispanic,Not Eligible,259.51,2.9099999999999997
2007,Connecticut,Black,All,246.12,3.13
2007,Connecticut,Hispanic,All,242.63,2.64
2007,Connecticut,Black,Eligible,242.57,4.31
2007,Connecticut,Hispanic,Eligible,236.08,2.9099999999999997
2007,Connecticut,Black,Not Eligible,250.92,2.75
2007,Connecticut,Hispanic,Not Eligible,258.75,4.02
2007,Delaware,Black,All,250.47,1.09
2007,Delaware,Hispanic,All,256.74,2.24
2007,Delaware,Black,Eligible,248.44,1.93
2007,Delaware,Hispanic,Eligible,254.35,2.9299999999999997
2007,Delaware,Black,Not Eligible,252.82,1.75
2007,Delaware,Hispanic,Not Eligible,260.74,3.9099999999999997
2007,District of Columbia,Black,All,237.91,0.8600000000000001
2007,District of Columbia,Hispanic,All,249.06,3.21
2007,District of Columbia,Black,Eligible,233.12,0.99
2007,District of Columbia,Hispanic,Eligible,243.97,3.9299999999999997
2007,District of Columbia,Black,Not Eligible,247.41,1.83
2007,District of Columbia,Hispanic,Not Eligible,NA,NA
2007,DoDEA,Black,All,258.85,2.12
2007,DoDEA,Hispanic,All,272.9,1.6800000000000002
2007,DoDEA,Black,Eligible,NA,NA
2007,DoDEA,Hispanic,Eligible,NA,NA
2007,DoDEA,Black,Not Eligible,NA,NA
2007,DoDEA,Hispanic,Not Eligible,NA,NA
2007,Florida,Black,All,243.76,1.6900000000000002
2007,Florida,Hispanic,All,255.85,1.82
2007,Florida,Black,Eligible,240.07,1.94
2007,Florida,Hispanic,Eligible,249.62,1.87
2007,Florida,Black,Not Eligible,251.23,2.44
2007,Florida,Hispanic,Not Eligible,265.33,2.57
2007,Georgia,Black,All,245.95,1.54
2007,Georgia,Hispanic,All,249.87,3.23
2007,Georgia,Black,Eligible,241.05,1.53
2007,Georgia,Hispanic,Eligible,246.15,3.7800000000000002
2007,Georgia,Black,Not Eligible,256.82,2.13
2007,Georgia,Hispanic,Not Eligible,NA,NA
2007,Hawaii,Black,All,254.72,5.6499999999999995
2007,Hawaii,Hispanic,All,248.91,4.5
2007,Hawaii,Black,Eligible,NA,NA
2007,Hawaii,Hispanic,Eligible,NA,NA
2007,Hawaii,Black,Not Eligible,NA,NA
2007,Hawaii,Hispanic,Not Eligible,NA,NA
2007,Idaho,Black,All,NA,NA
2007,Idaho,Hispanic,All,243.2,2.3899999999999997
2007,Idaho,Black,Eligible,NA,NA
2007,Idaho,Hispanic,Eligible,238.8,2.82
2007,Idaho,Black,Not Eligible,NA,NA
2007,Idaho,Hispanic,Not Eligible,256.05,4.819999999999999
2007,Illinois,Black,All,243.55,1.84
2007,Illinois,Hispanic,All,250.2,1.94
2007,Illinois,Black,Eligible,240.74,1.8900000000000001
2007,Illinois,Hispanic,Eligible,249.63,2.11
2007,Illinois,Black,Not Eligible,253.84,2.9
2007,Illinois,Hispanic,Not Eligible,251.81,3.4299999999999997
2007,Indiana,Black,All,242.29,1.94
2007,Indiana,Hispanic,All,255.24,3.62
2007,Indiana,Black,Eligible,238.27,2.3099999999999996
2007,Indiana,Hispanic,Eligible,252.54,3.18
2007,Indiana,Black,Not Eligible,252.79,3.36
2007,Indiana,Hispanic,Not Eligible,NA,NA
2007,Iowa,Black,All,247.14,5.46
2007,Iowa,Hispanic,All,250.41,3.09
2007,Iowa,Black,Eligible,241.9,5.99
2007,Iowa,Hispanic,Eligible,247.44,3.9
2007,Iowa,Black,Not Eligible,NA,NA
2007,Iowa,Hispanic,Not Eligible,NA,NA
2007,Kansas,Black,All,245.69,3.14
2007,Kansas,Hispanic,All,248.13,3.3699999999999997
2007,Kansas,Black,Eligible,240.41,3.73
2007,Kansas,Hispanic,Eligible,242.37,3.53
2007,Kansas,Black,Not Eligible,256.49,4.08
2007,Kansas,Hispanic,Not Eligible,263.8,4.64
2007,Kentucky,Black,All,246.84,2.3299999999999996
2007,Kentucky,Hispanic,All,NA,NA
2007,Kentucky,Black,Eligible,242.98,2.44
2007,Kentucky,Hispanic,Eligible,NA,NA
2007,Kentucky,Black,Not Eligible,259.23,4.609999999999999
2007,Kentucky,Hispanic,Not Eligible,NA,NA
2007,Louisiana,Black,All,240.46,1.34
2007,Louisiana,Hispanic,All,NA,NA
2007,Louisiana,Black,Eligible,237.96,1.27
2007,Louisiana,Hispanic,Eligible,NA,NA
2007,Louisiana,Black,Not Eligible,252.42,2.92
2007,Louisiana,Hispanic,Not Eligible,NA,NA
2007,Maine,Black,All,NA,NA
2007,Maine,Hispanic,All,NA,NA
2007,Maine,Black,Eligible,NA,NA
2007,Maine,Hispanic,Eligible,NA,NA
2007,Maine,Black,Not Eligible,NA,NA
2007,Maine,Hispanic,Not Eligible,NA,NA
2007,Maryland,Black,All,249.02,1.6900000000000002
2007,Maryland,Hispanic,All,257.57,4.430000000000001
2007,Maryland,Black,Eligible,244.74,2.36
2007,Maryland,Hispanic,Eligible,251.28,7.319999999999999
2007,Maryland,Black,Not Eligible,252.76,2.11
2007,Maryland,Hispanic,Not Eligible,262.2,3.66
2007,Massachusetts,Black,All,253.07,2.23
2007,Massachusetts,Hispanic,All,250.61,2.27
2007,Massachusetts,Black,Eligible,251.27,2.64
2007,Massachusetts,Hispanic,Eligible,247.98,2.48
2007,Massachusetts,Black,Not Eligible,255.75,3.94
2007,Massachusetts,Hispanic,Not Eligible,257.99,4.22
2007,Michigan,Black,All,235.92,2.53
2007,Michigan,Hispanic,All,240.54,4.72
2007,Michigan,Black,Eligible,230.54,3.03
2007,Michigan,Hispanic,Eligible,NA,NA
2007,Michigan,Black,Not Eligible,245.94,2.59
2007,Michigan,Hispanic,Not Eligible,NA,NA
2007,Minnesota,Black,All,244.59,3.15
2007,Minnesota,Hispanic,All,244.5,4.57
2007,Minnesota,Black,Eligible,241.83,3.4499999999999997
2007,Minnesota,Hispanic,Eligible,236.03,6.159999999999999
2007,Minnesota,Black,Not Eligible,NA,NA
2007,Minnesota,Hispanic,Not Eligible,NA,NA
2007,Mississippi,Black,All,238.41,1.1700000000000002
2007,Mississippi,Hispanic,All,NA,NA
2007,Mississippi,Black,Eligible,236.68,1.12
2007,Mississippi,Hispanic,Eligible,NA,NA
2007,Mississippi,Black,Not Eligible,249.48,3.51
2007,Mississippi,Hispanic,Not Eligible,NA,NA
2007,Missouri,Black,All,241.96,2.15
2007,Missouri,Hispanic,All,247.74,5.1499999999999995
2007,Missouri,Black,Eligible,239.06,2.2600000000000002
2007,Missouri,Hispanic,Eligible,NA,NA
2007,Missouri,Black,Not Eligible,249.96,3.22
2007,Missouri,Hispanic,Not Eligible,NA,NA
2007,Montana,Black,All,NA,NA
2007,Montana,Hispanic,All,NA,NA
2007,Montana,Black,Eligible,NA,NA
2007,Montana,Hispanic,Eligible,NA,NA
2007,Montana,Black,Not Eligible,NA,NA
2007,Montana,Hispanic,Not Eligible,NA,NA
2007,National public,Black,All,243.83,0.39
2007,National public,Hispanic,All,245.77,0.43000000000000005
2007,National public,Black,Eligible,239.08,0.41000000000000003
2007,National public,Hispanic,Eligible,241.82,0.52
2007,National public,Black,Not Eligible,253.83,0.6
2007,National public,Hispanic,Not Eligible,256.22,0.8
2007,Nebraska,Black,All,242.86,3.16
2007,Nebraska,Hispanic,All,254.81,2.53
2007,Nebraska,Black,Eligible,234.36,4.25
2007,Nebraska,Hispanic,Eligible,252.75,2.8
2007,Nebraska,Black,Not Eligible,NA,NA
2007,Nebraska,Hispanic,Not Eligible,260.53,3.96
2007,Nevada,Black,All,247.57,3.02
2007,Nevada,Hispanic,All,238.48,1.3900000000000001
2007,Nevada,Black,Eligible,244.76,4.05
2007,Nevada,Hispanic,Eligible,233.87,1.52
2007,Nevada,Black,Not Eligible,252.12,4.76
2007,Nevada,Hispanic,Not Eligible,244.88,2.7
2007,New Hampshire,Black,All,NA,NA
2007,New Hampshire,Hispanic,All,251.65,5.2700000000000005
2007,New Hampshire,Black,Eligible,NA,NA
2007,New Hampshire,Hispanic,Eligible,NA,NA
2007,New Hampshire,Black,Not Eligible,NA,NA
2007,New Hampshire,Hispanic,Not Eligible,NA,NA
2007,New Jersey,Black,All,249.12,2.4099999999999997
2007,New Jersey,Hispanic,All,256.52,2.02
2007,New Jersey,Black,Eligible,241.87,3.96
2007,New Jersey,Hispanic,Eligible,251.83,2.46
2007,New Jersey,Black,Not Eligible,260.02,2.5
2007,New Jersey,Hispanic,Not Eligible,263.59,3
2007,New Mexico,Black,All,248.24,4.18
2007,New Mexico,Hispanic,All,245.53,1.06
2007,New Mexico,Black,Eligible,NA,NA
2007,New Mexico,Hispanic,Eligible,239.67,1.31
2007,New Mexico,Black,Not Eligible,NA,NA
2007,New Mexico,Hispanic,Not Eligible,260.88,1.81
2007,New York,Black,All,245.56,2.24
2007,New York,Hispanic,All,245.81,2.3
2007,New York,Black,Eligible,241.11,2.24
2007,New York,Hispanic,Eligible,241.57,2.4299999999999997
2007,New York,Black,Not Eligible,258.61,4.319999999999999
2007,New York,Hispanic,Not Eligible,265.58,5.119999999999999
2007,North Carolina,Black,All,240.92,1.87
2007,North Carolina,Hispanic,All,245.89,3.3099999999999996
2007,North Carolina,Black,Eligible,235.47,2.2
2007,North Carolina,Hispanic,Eligible,243.94,3.61
2007,North Carolina,Black,Not Eligible,254.3,2.22
2007,North Carolina,Hispanic,Not Eligible,253.5,5.29
2007,North Dakota,Black,All,NA,NA
2007,North Dakota,Hispanic,All,NA,NA
2007,North Dakota,Black,Eligible,NA,NA
2007,North Dakota,Hispanic,Eligible,NA,NA
2007,North Dakota,Black,Not Eligible,NA,NA
2007,North Dakota,Hispanic,Not Eligible,NA,NA
2007,Ohio,Black,All,246.35,1.72
2007,Ohio,Hispanic,All,259.64,5.99
2007,Ohio,Black,Eligible,241.55,1.97
2007,Ohio,Hispanic,Eligible,246.45,7.09
2007,Ohio,Black,Not Eligible,258.27,2.9
2007,Ohio,Hispanic,Not Eligible,NA,NA
2007,Oklahoma,Black,All,243.37,2.66
2007,Oklahoma,Hispanic,All,241.11,2.8299999999999996
2007,Oklahoma,Black,Eligible,239.03,3.05
2007,Oklahoma,Hispanic,Eligible,238.93,3.52
2007,Oklahoma,Black,Not Eligible,254.36,3.7600000000000002
2007,Oklahoma,Hispanic,Not Eligible,NA,NA
2007,Oregon,Black,All,249.73,5.68
2007,Oregon,Hispanic,All,243.49,2.36
2007,Oregon,Black,Eligible,NA,NA
2007,Oregon,Hispanic,Eligible,239.17,2.8
2007,Oregon,Black,Not Eligible,NA,NA
2007,Oregon,Hispanic,Not Eligible,256.58,3.9
2007,Pennsylvania,Black,All,247.7,3.3099999999999996
2007,Pennsylvania,Hispanic,All,244.39,5.04
2007,Pennsylvania,Black,Eligible,244.05,3.9299999999999997
2007,Pennsylvania,Hispanic,Eligible,238.21,5.45
2007,Pennsylvania,Black,Not Eligible,253.36,5.58
2007,Pennsylvania,Hispanic,Not Eligible,NA,NA
2007,Rhode Island,Black,All,238.74,3.23
2007,Rhode Island,Hispanic,All,233.35,1.77
2007,Rhode Island,Black,Eligible,237.81,3.66
2007,Rhode Island,Hispanic,Eligible,230.37,2.4099999999999997
2007,Rhode Island,Black,Not Eligible,240.66,5.26
2007,Rhode Island,Hispanic,Not Eligible,240.4,3.17
2007,South Carolina,Black,All,241.76,1.48
2007,South Carolina,Hispanic,All,243.68,4.55
2007,South Carolina,Black,Eligible,237.68,1.43
2007,South Carolina,Hispanic,Eligible,NA,NA
2007,South Carolina,Black,Not Eligible,254.57,2.2600000000000002
2007,South Carolina,Hispanic,Not Eligible,NA,NA
2007,South Dakota,Black,All,NA,NA
2007,South Dakota,Hispanic,All,NA,NA
2007,South Dakota,Black,Eligible,NA,NA
2007,South Dakota,Hispanic,Eligible,NA,NA
2007,South Dakota,Black,Not Eligible,NA,NA
2007,South Dakota,Hispanic,Not Eligible,NA,NA
2007,Tennessee,Black,All,239.78,1.85
2007,Tennessee,Hispanic,All,251.96,5.24
2007,Tennessee,Black,Eligible,236.48,2.2
2007,Tennessee,Hispanic,Eligible,NA,NA
2007,Tennessee,Black,Not Eligible,248.41,2.4499999999999997
2007,Tennessee,Hispanic,Not Eligible,NA,NA
2007,Texas,Black,All,248.65,1.82
2007,Texas,Hispanic,All,250.9,0.92
2007,Texas,Black,Eligible,244.04,2.13
2007,Texas,Hispanic,Eligible,247.47,1.05
2007,Texas,Black,Not Eligible,256.86,2.2600000000000002
2007,Texas,Hispanic,Not Eligible,261.79,1.8900000000000001
2007,Utah,Black,All,NA,NA
2007,Utah,Hispanic,All,241.88,2.63
2007,Utah,Black,Eligible,NA,NA
2007,Utah,Hispanic,Eligible,237.67,2.9699999999999998
2007,Utah,Black,Not Eligible,NA,NA
2007,Utah,Hispanic,Not Eligible,250.09,3.52
2007,Vermont,Black,All,NA,NA
2007,Vermont,Hispanic,All,NA,NA
2007,Vermont,Black,Eligible,NA,NA
2007,Vermont,Hispanic,Eligible,NA,NA
2007,Vermont,Black,Not Eligible,NA,NA
2007,Vermont,Hispanic,Not Eligible,NA,NA
2007,Virginia,Black,All,252.22,1.1
2007,Virginia,Hispanic,All,258.42,3.3
2007,Virginia,Black,Eligible,246.65,1.73
2007,Virginia,Hispanic,Eligible,249.85,4.79
2007,Virginia,Black,Not Eligible,257.17,1.6300000000000001
2007,Virginia,Hispanic,Not Eligible,267.7,4.63
2007,Washington,Black,All,247,3.42
2007,Washington,Hispanic,All,246.91,2.4899999999999998
2007,Washington,Black,Eligible,236.19,5.07
2007,Washington,Hispanic,Eligible,241.04,2.9899999999999998
2007,Washington,Black,Not Eligible,257.83,3.7600000000000002
2007,Washington,Hispanic,Not Eligible,259.88,3.8
2007,West Virginia,Black,All,240.73,2.8299999999999996
2007,West Virginia,Hispanic,All,NA,NA
2007,West Virginia,Black,Eligible,237.35,3.06
2007,West Virginia,Hispanic,Eligible,NA,NA
2007,West Virginia,Black,Not Eligible,NA,NA
2007,West Virginia,Hispanic,Not Eligible,NA,NA
2007,Wisconsin,Black,All,231.32,4.41
2007,Wisconsin,Hispanic,All,247.44,2.75
2007,Wisconsin,Black,Eligible,223.45,5.119999999999999
2007,Wisconsin,Hispanic,Eligible,245.73,3.88
2007,Wisconsin,Black,Not Eligible,251.95,5.78
2007,Wisconsin,Hispanic,Not Eligible,NA,NA
2007,Wyoming,Black,All,NA,NA
2007,Wyoming,Hispanic,All,248.26,2.9299999999999997
2007,Wyoming,Black,Eligible,NA,NA
2007,Wyoming,Hispanic,Eligible,240.32,4.03
2007,Wyoming,Black,Not Eligible,NA,NA
2007,Wyoming,Hispanic,Not Eligible,258.89,3.3099999999999996
2009,Alabama,Black,All,237.79,1.74
2009,Alabama,Hispanic,All,245.05,6.2
2009,Alabama,Black,Eligible,234.72,1.6
2009,Alabama,Hispanic,Eligible,NA,NA
2009,Alabama,Black,Not Eligible,248.49,3.34
2009,Alabama,Hispanic,Not Eligible,NA,NA
2009,Alaska,Black,All,248.94,3.46
2009,Alaska,Hispanic,All,260.33,3.03
2009,Alaska,Black,Eligible,NA,NA
2009,Alaska,Hispanic,Eligible,254.07,5.38
2009,Alaska,Black,Not Eligible,NA,NA
2009,Alaska,Hispanic,Not Eligible,266.86,3.7800000000000002
2009,Arizona,Black,All,248.91,4.49
2009,Arizona,Hispanic,All,245.97,1.4
2009,Arizona,Black,Eligible,233.1,4.72
2009,Arizona,Hispanic,Eligible,241.39,1.53
2009,Arizona,Black,Not Eligible,NA,NA
2009,Arizona,Hispanic,Not Eligible,258.03,2.71
2009,Arkansas,Black,All,233.76,2.3699999999999997
2009,Arkansas,Hispanic,All,249.08,3.59
2009,Arkansas,Black,Eligible,232.59,2.5
2009,Arkansas,Hispanic,Eligible,246.08,3.8299999999999996
2009,Arkansas,Black,Not Eligible,239.17,4.25
2009,Arkansas,Hispanic,Not Eligible,NA,NA
2009,California,Black,All,242.62,3
2009,California,Hispanic,All,241.42,1.1700000000000002
2009,California,Black,Eligible,236.56,3.23
2009,California,Hispanic,Eligible,238.12,1.1800000000000002
2009,California,Black,Not Eligible,251.4,4.51
2009,California,Hispanic,Not Eligible,251.17,2.29
2009,Colorado,Black,All,250.17,3.09
2009,Colorado,Hispanic,All,249.65,1.41
2009,Colorado,Black,Eligible,245,3.9899999999999998
2009,Colorado,Hispanic,Eligible,244.49,1.52
2009,Colorado,Black,Not Eligible,259.07,3.58
2009,Colorado,Hispanic,Not Eligible,260.84,2.16
2009,Connecticut,Black,All,244.89,2.23
2009,Connecticut,Hispanic,All,252.11,2.09
2009,Connecticut,Black,Eligible,242.15,2.3699999999999997
2009,Connecticut,Hispanic,Eligible,244.75,2.82
2009,Connecticut,Black,Not Eligible,249.36,4.1
2009,Connecticut,Hispanic,Not Eligible,266.88,2.9699999999999998
2009,Delaware,Black,All,253.69,1.1800000000000002
2009,Delaware,Hispanic,All,256.49,2.42
2009,Delaware,Black,Eligible,247.53,1.41
2009,Delaware,Hispanic,Eligible,253.32,2.92
2009,Delaware,Black,Not Eligible,262.17,1.7
2009,Delaware,Hispanic,Not Eligible,264.7,3.8499999999999996
2009,District of Columbia,Black,All,239.11,0.98
2009,District of Columbia,Hispanic,All,248.74,2.96
2009,District of Columbia,Black,Eligible,235.88,1.12
2009,District of Columbia,Hispanic,Eligible,245.62,2.8699999999999997
2009,District of Columbia,Black,Not Eligible,248.47,1.95
2009,District of Columbia,Hispanic,Not Eligible,NA,NA
2009,DoDEA,Black,All,262.38,2.11
2009,DoDEA,Hispanic,All,269.3,1.76
2009,DoDEA,Black,Eligible,NA,NA
2009,DoDEA,Hispanic,Eligible,NA,NA
2009,DoDEA,Black,Not Eligible,NA,NA
2009,DoDEA,Hispanic,Not Eligible,NA,NA
2009,Florida,Black,All,250.37,1.98
2009,Florida,Hispanic,All,260.14,1.41
2009,Florida,Black,Eligible,247.84,2.38
2009,Florida,Hispanic,Eligible,254.82,1.8900000000000001
2009,Florida,Black,Not Eligible,256.59,2.38
2009,Florida,Hispanic,Not Eligible,270.32,1.96
2009,Georgia,Black,All,248.93,1.09
2009,Georgia,Hispanic,All,254.19,2.96
2009,Georgia,Black,Eligible,244.18,1.24
2009,Georgia,Hispanic,Eligible,254.93,2.74
2009,Georgia,Black,Not Eligible,260.75,2.27
2009,Georgia,Hispanic,Not Eligible,NA,NA
2009,Hawaii,Black,All,255.77,5.07
2009,Hawaii,Hispanic,All,251.84,4.88
2009,Hawaii,Black,Eligible,NA,NA
2009,Hawaii,Hispanic,Eligible,NA,NA
2009,Hawaii,Black,Not Eligible,NA,NA
2009,Hawaii,Hispanic,Not Eligible,NA,NA
2009,Idaho,Black,All,NA,NA
2009,Idaho,Hispanic,All,240.98,1.79
2009,Idaho,Black,Eligible,NA,NA
2009,Idaho,Hispanic,Eligible,237.45,2.21
2009,Idaho,Black,Not Eligible,NA,NA
2009,Idaho,Hispanic,Not Eligible,250.75,3.82
2009,Illinois,Black,All,243.13,1.53
2009,Illinois,Hispanic,All,252.31,1.62
2009,Illinois,Black,Eligible,239.83,1.3900000000000001
2009,Illinois,Hispanic,Eligible,247.81,1.94
2009,Illinois,Black,Not Eligible,255.48,3.42
2009,Illinois,Hispanic,Not Eligible,263.4,2.38
2009,Indiana,Black,All,249.78,2.36
2009,Indiana,Hispanic,All,251.14,2.6
2009,Indiana,Black,Eligible,245.91,2.61
2009,Indiana,Hispanic,Eligible,250.78,3.15
2009,Indiana,Black,Not Eligible,258.18,4.35
2009,Indiana,Hispanic,Not Eligible,NA,NA
2009,Iowa,Black,All,240.62,3.82
2009,Iowa,Hispanic,All,249.27,3.8
2009,Iowa,Black,Eligible,234.64,4.52
2009,Iowa,Hispanic,Eligible,247.32,4.1
2009,Iowa,Black,Not Eligible,NA,NA
2009,Iowa,Hispanic,Not Eligible,NA,NA
2009,Kansas,Black,All,248.11,2.5
2009,Kansas,Hispanic,All,250.04,2.72
2009,Kansas,Black,Eligible,243.74,2.29
2009,Kansas,Hispanic,Eligible,247.67,2.9499999999999997
2009,Kansas,Black,Not Eligible,257.93,4.58
2009,Kansas,Hispanic,Not Eligible,NA,NA
2009,Kentucky,Black,All,249.04,2.06
2009,Kentucky,Hispanic,All,265.48,4.04
2009,Kentucky,Black,Eligible,244.71,1.97
2009,Kentucky,Hispanic,Eligible,263.73,3.96
2009,Kentucky,Black,Not Eligible,261.66,4.02
2009,Kentucky,Hispanic,Not Eligible,NA,NA
2009,Louisiana,Black,All,240.53,1.87
2009,Louisiana,Hispanic,All,NA,NA
2009,Louisiana,Black,Eligible,238.54,1.84
2009,Louisiana,Hispanic,Eligible,NA,NA
2009,Louisiana,Black,Not Eligible,251.73,3.24
2009,Louisiana,Hispanic,Not Eligible,NA,NA
2009,Maine,Black,All,253.79,5.470000000000001
2009,Maine,Hispanic,All,NA,NA
2009,Maine,Black,Eligible,NA,NA
2009,Maine,Hispanic,Eligible,NA,NA
2009,Maine,Black,Not Eligible,NA,NA
2009,Maine,Hispanic,Not Eligible,NA,NA
2009,Maryland,Black,All,250.41,1.93
2009,Maryland,Hispanic,All,258.33,3.27
2009,Maryland,Black,Eligible,243.58,1.7
2009,Maryland,Hispanic,Eligible,252.73,4.5
2009,Maryland,Black,Not Eligible,257.46,2.54
2009,Maryland,Hispanic,Not Eligible,265.81,3.61
2009,Massachusetts,Black,All,251.4,2.69
2009,Massachusetts,Hispanic,All,250.4,2.7800000000000002
2009,Massachusetts,Black,Eligible,248.05,3.74
2009,Massachusetts,Hispanic,Eligible,246.85,3.22
2009,Massachusetts,Black,Not Eligible,259.61,4.35
